submission_date,state,tot_cases,tot_death
2021/04/08,CT,319779,7940
2021/04/08,MA,652966,17369
2021/04/08,WY,56802,701
2021/04/08,IN,696371,13087
2021/04/08,KS,303767,4932
2021/04/08,NJ,942311,24783
2021/04/08,MO,572560,8841
2021/04/08,MD,421823,8955
2021/04/08,WV,144820,2735
2021/04/08,DE,98452,1568
2021/04/08,NH,87441,1251
2021/04/08,CA,3588152,58788
2021/04/08,VA,632625,10451
2021/04/08,ID,182841,1989
2021/04/08,UT,388909,2149
2021/04/08,TN,814379,11997
2021/04/08,FL,2069824,34832
2021/04/08,AZ,847525,17055
2021/04/08,MS,307939,7221
2021/04/08,OK,444222,7187
2021/04/08,NY,1057251,18958
2021/04/08,PA,1065694,25327
2021/04/08,AR,331704,5662
2021/04/08,NE,213812,2219
2021/04/08,RI,140456,2640
2021/04/08,KY,433885,7372
2021/04/08,MI,852921,17676
2021/04/08,ND,104488,1470
2021/04/08,LA,448104,10200
2021/04/08,GA,1069689,19374
2021/04/08,MN,535182,7000
2021/04/08,MT,105750,1494
2021/04/08,IA,355453,5843
2021/04/08,NM,193247,3863
2021/04/08,IL,1269196,23740
2021/04/08,AK,61969,341
2021/04/08,ME,53438,750
2021/04/08,WI,642757,7370
2021/04/08,VT,19322,231
2021/04/07,AZ,846855,17023
2021/04/07,SC,559836,9157
2021/04/07,IA,354822,5836
2021/04/07,NH,86935,1250
2021/04/07,IN,694960,13072
2021/04/07,CT,318767,7935
2021/04/07,MT,105526,1489
2021/04/07,FL,2062845,34775
2021/04/07,NC,920869,12826
2021/04/07,GA,1068199,19305
2021/04/07,WY,56700,701
2021/04/07,OK,443984,7175
2021/04/07,RI,139957,2637
2021/04/07,OR,168128,2434
2021/04/07,UT,388426,2139
2021/04/07,WV,144374,2722
2021/04/07,WI,641642,7356
2021/04/07,SD,118975,1938
2021/04/07,TN,812800,11976
2021/04/07,MS,307694,7221
2021/04/07,OH,1030864,18744
2021/04/07,PA,1061212,25285
2021/04/07,NY,1052698,18944
2021/04/07,KY,433276,7363
2021/04/07,IL,1265457,23702
2021/04/07,VA,631083,10436
2021/04/07,AL,517024,11030
2021/04/07,NV,305929,5308
2021/04/07,AK,61747,340
2021/04/07,CO,480410,6139
2021/04/07,TX,2804798,49026
2021/04/07,NJ,937979,24749
2021/04/07,MD,421823,8936
2021/04/07,NM,192989,3852
2021/04/07,AR,331505,5660
2021/04/07,VT,19099,228
2021/04/07,LA,447655,10185
2021/04/07,HI,30552,464
2021/04/07,DE,98076,1567
2021/04/07,WA,371975,5306
2021/04/07,KS,303767,4932
2021/04/07,MN,532658,6986
2021/04/07,ND,104364,1468
2021/04/07,MI,845537,17613
2021/04/07,NE,213407,2207
2021/04/07,CA,3586059,58659
2021/04/07,ID,182531,1980
2021/04/07,MA,650573,17362
2021/04/07,ME,52999,748
2021/04/07,MO,571951,8836
2021/04/06,NE,212967,2183
2021/04/06,IN,693775,13057
2021/04/06,CA,3583830,58541
2021/04/06,KS,303227,4927
2021/04/06,AL,516598,11018
2021/04/06,ID,182182,1974
2021/04/06,KY,432615,7354
2021/04/06,AR,331261,5653
2021/04/06,AK,61530,340
2021/04/06,RI,139363,2637
2021/04/06,DE,97747,1567
2021/04/06,MN,530662,6967
2021/04/06,IA,354072,5835
2021/04/06,FL,2055131,34725
2021/04/06,PA,1056686,25237
2021/04/06,SD,118680,1938
2021/04/06,AZ,846105,16996
2021/04/06,VA,629155,10415
2021/04/06,MI,837798,17572
2021/04/06,NV,305652,5297
2021/04/06,MA,648023,17355
2021/04/06,NH,86510,1249
2021/04/06,CT,317729,7930
2021/04/06,OR,167658,2427
2021/04/06,TX,2800254,48981
2021/04/06,HI,30479,464
2021/04/06,UT,387814,2137
2021/04/06,MD,419055,8921
2021/04/06,MS,307423,7219
2021/04/06,WY,56619,701
2021/04/06,ND,104167,1468
2021/04/06,NY,1048952,18916
2021/04/06,OK,443733,7172
2021/04/06,LA,446955,10174
2021/04/06,OH,1028800,18744
2021/04/06,NJ,933736,24700
2021/04/06,TN,811462,11967
2021/04/06,NC,919002,12823
2021/04/06,CO,478426,6132
2021/04/06,NM,192773,3849
2021/04/06,ME,52679,747
2021/04/06,MO,571285,8833
2021/04/06,IL,1261667,23673
2021/04/06,WA,370492,5299
2021/04/06,GA,1066671,19238
2021/04/06,SC,559309,9148
2021/04/06,WI,640704,7349
2021/04/06,MT,105333,1477
2021/04/06,VT,19055,228
2021/04/06,WV,144010,2707
2021/04/05,ME,52278,746
2021/04/05,MO,570609,8829
2021/04/05,NC,917854,12813
2021/04/05,HI,30427,464
2021/04/05,ID,181836,1972
2021/04/05,UT,387514,2133
2021/04/05,AK,61446,340
2021/04/05,NM,192595,3841
2021/04/05,GA,1065197,19212
2021/04/05,MN,527650,6963
2021/04/05,MS,307179,7217
2021/04/05,MT,105142,1466
2021/04/05,IN,693160,13048
2021/04/05,NE,212428,2183
2021/04/05,VT,18925,228
2021/04/05,IA,353548,5822
2021/04/05,NH,86125,1249
2021/04/05,FL,2049361,34686
2021/04/05,MI,829906,17524
2021/04/05,CT,316655,7923
2021/04/05,WV,143733,2696
2021/04/05,TN,810572,11929
2021/04/05,SC,558761,9148
2021/04/05,WI,639553,7341
2021/04/05,IL,1258736,23665
2021/04/05,CA,3582463,58534
2021/04/05,NV,305357,5275
2021/04/05,WA,369847,5285
2021/04/05,RI,138940,2635
2021/04/05,AL,516182,11010
2021/04/05,KY,431983,7347
2021/04/05,KS,303227,4927
2021/04/05,AZ,845535,16990
2021/04/05,OR,167128,2394
2021/04/05,VA,627605,10401
2021/04/05,NY,1046102,18903
2021/04/05,OK,443444,7167
2021/04/05,PA,1051678,25200
2021/04/05,AR,331098,5648
2021/04/05,MD,419055,8905
2021/04/05,NJ,930026,24649
2021/04/05,SD,118517,1938
2021/04/05,OH,1026929,18646
2021/04/05,TX,2794483,48933
2021/04/05,LA,446737,10165
2021/04/05,CO,477438,6126
2021/04/05,MA,646220,17341
2021/04/05,WY,56529,700
2021/04/05,ND,103974,1468
2021/04/05,DE,97510,1566
2021/04/04,SC,558085,9147
2021/04/04,VA,626171,10360
2021/04/04,MD,418188,8890
2021/04/04,ME,51988,746
2021/04/04,NY,1042637,18883
2021/04/04,IN,692426,13047
2021/04/04,MT,105142,1466
2021/04/04,DE,97277,1566
2021/04/04,MO,569846,8822
2021/04/04,FL,2043926,34637
2021/04/04,MA,643232,17330
2021/04/04,PA,1049012,25195
2021/04/04,TN,810021,11922
2021/04/04,AZ,844927,16990
2021/04/04,OK,443284,7163
2021/04/04,AR,331054,5643
2021/04/04,AK,61329,340
2021/04/04,IL,1256634,23654
2021/04/04,NM,192152,3841
2021/04/04,SD,118361,1938
2021/04/04,IA,353280,5822
2021/04/04,CT,313956,7904
2021/04/04,WV,143456,2695
2021/04/04,CA,3580351,58513
2021/04/04,NE,212156,2181
2021/04/04,NJ,927195,24637
2021/04/04,ID,181181,1966
2021/04/04,OH,1024011,18646
2021/04/04,VT,18810,228
2021/04/04,MS,306908,7211
2021/04/04,WY,56447,700
2021/04/04,KS,302873,4932
2021/04/04,TX,2793524,48895
2021/04/04,MI,821541,17478
2021/04/04,RI,138852,2633
2021/04/04,NH,85846,1249
2021/04/04,LA,445469,10161
2021/04/04,ND,103714,1466
2021/04/04,GA,1064554,19212
2021/04/04,UT,387341,2192
2021/04/04,KY,431796,7342
2021/04/04,WA,369113,5278
2021/04/04,OR,166882,2392
2021/04/04,AL,515918,11003
2021/04/04,HI,30338,464
2021/04/04,MN,526267,6953
2021/04/04,WI,639227,7340
2021/04/04,NV,305176,5274
2021/04/04,NC,916863,12805
2021/04/04,CO,476469,6126
2021/04/03,OK,443069,7161
2021/04/03,VA,625148,10329
2021/04/03,MA,643232,17315
2021/04/03,IL,1254185,23635
2021/04/03,FL,2040409,34607
2021/04/03,WA,368175,5278
2021/04/03,MS,306801,7208
2021/04/03,UT,386997,2132
2021/04/03,WI,638590,7341
2021/04/03,MO,569579,8818
2021/04/03,ND,103638,1466
2021/04/03,NC,915621,12790
2021/04/03,NH,85448,1247
2021/04/03,PA,1045758,25188
2021/04/03,GA,1063680,19210
2021/04/03,SD,118361,1938
2021/04/03,DE,97066,1565
2021/04/03,TX,2791810,48859
2021/04/03,IN,691462,13047
2021/04/03,NJ,923396,24632
2021/04/03,MN,526267,6953
2021/04/03,NY,1038858,18861
2021/04/03,AL,515800,10994
2021/04/03,CO,475026,6124
2021/04/03,ID,181181,1966
2021/04/03,OH,1024011,18646
2021/04/03,AK,61197,340
2021/04/03,NV,304916,5274
2021/04/03,CT,313956,7904
2021/04/03,RI,138561,2633
2021/04/03,TN,809127,11922
2021/04/03,HI,30246,464
2021/04/03,KY,431522,7335
2021/04/03,LA,445469,10161
2021/04/03,MD,417329,8875
2021/04/03,KS,302873,4932
2021/04/03,AZ,844463,16991
2021/04/03,WV,143106,2693
2021/04/03,VT,18593,227
2021/04/03,ME,51765,745
2021/04/03,NM,192152,3839
2021/04/03,AR,330970,5641
2021/04/03,NE,212012,2181
2021/04/03,WY,56447,700
2021/04/03,OR,166480,2391
2021/04/03,SC,557105,9138
2021/04/03,MT,105037,1465
2021/04/03,CA,3577951,58404
2021/04/03,MI,816930,17430
2021/04/03,IA,352874,5822
2021/04/02,NE,211779,2181
2021/04/02,VA,623881,10287
2021/04/02,CT,313956,7904
2021/04/02,UT,386550,2131
2021/04/02,SD,118186,1938
2021/04/02,IA,352384,5754
2021/04/02,TX,2790160,48816
2021/04/02,NV,304454,5260
2021/04/02,AL,515618,10981
2021/04/02,WI,637801,7336
2021/04/02,OK,442860,7153
2021/04/02,GA,1062555,19176
2021/04/02,ME,51470,745
2021/04/02,ND,103577,1466
2021/04/02,MN,524203,6942
2021/04/02,WV,142653,2688
2021/04/02,AK,60964,340
2021/04/02,MD,414385,8861
2021/04/02,OH,1021718,18646
2021/04/02,KS,302873,4932
2021/04/02,MI,811784,17376
2021/04/02,NM,192152,3837
2021/04/02,VT,18433,226
2021/04/02,WA,366968,5278
2021/04/02,CO,473496,6118
2021/04/02,PA,1040264,25148
2021/04/02,OR,166013,2385
2021/04/02,NJ,918951,24615
2021/04/02,KY,431065,7332
2021/04/02,AZ,843757,16989
2021/04/02,DE,96772,1565
2021/04/02,AR,330753,5639
2021/04/02,MO,569231,8813
2021/04/02,FL,2035629,34558
2021/04/02,CA,3573074,58269
2021/04/02,IL,1251346,23626
2021/04/02,MT,104853,1454
2021/04/02,HI,30017,460
2021/04/02,ID,181181,1966
2021/04/02,TN,808062,11921
2021/04/02,IN,690394,13042
2021/04/02,RI,138136,2633
2021/04/02,MS,306674,7205
2021/04/02,SC,556085,9122
2021/04/02,NC,913881,12780
2021/04/02,LA,445469,10161
2021/04/02,MA,640779,17301
2021/04/02,WY,56447,700
2021/04/02,NY,1034732,18836
2021/04/02,NH,85010,1245
2021/04/01,SD,117989,1938
2021/04/01,NC,912005,12769
2021/04/01,AL,515266,10974
2021/04/01,KY,430477,7322
2021/04/01,WY,56389,700
2021/04/01,ME,51191,744
2021/04/01,PA,1035371,25120
2021/04/01,OK,442611,7153
2021/04/01,MD,414385,8845
2021/04/01,OH,1020041,18611
2021/04/01,UT,386128,2125
2021/04/01,VT,18238,225
2021/04/01,MT,104725,1438
2021/04/01,MN,521667,6938
2021/04/01,NM,191945,3830
2021/04/01,NV,304112,5256
2021/04/01,NY,1030739,18814
2021/04/01,CO,471818,6117
2021/04/01,SC,554973,9112
2021/04/01,IL,1248111,23601
2021/04/01,KS,302372,4913
2021/04/01,NJ,914422,24591
2021/04/01,CT,312468,7900
2021/04/01,LA,445469,10161
2021/04/01,WV,142233,2683
2021/04/01,GA,1060973,19119
2021/04/01,DE,96286,1559
2021/04/01,MA,638339,17273
2021/04/01,NE,211434,2181
2021/04/01,OR,165524,2385
2021/04/01,WA,365630,5262
2021/04/01,TX,2786642,48773
2021/04/01,IA,351795,5751
2021/04/01,RI,137696,2631
2021/04/01,AK,60768,340
2021/04/01,WI,636908,7326
2021/04/01,HI,29888,460
2021/04/01,AR,330609,5636
2021/04/01,VA,622339,10279
2021/04/01,AZ,842817,16977
2021/04/01,NH,84539,1245
2021/04/01,CA,3570660,58090
2021/04/01,FL,2029809,34494
2021/04/01,ID,180897,1963
2021/04/01,IN,689172,13021
2021/04/01,ND,103460,1466
2021/04/01,MO,568684,8811
2021/04/01,MI,805607,17332
2021/04/01,MS,306446,7201
2021/04/01,TN,806812,11915
2021/03/31,SD,117759,1935
2021/03/31,IN,687937,13012
2021/03/31,SC,554005,9088
2021/03/31,FL,2023498,34427
2021/03/31,CO,470153,6107
2021/03/31,TN,804945,11904
2021/03/31,KS,302372,4913
2021/03/31,NH,84176,1238
2021/03/31,MD,412928,8827
2021/03/31,VT,17980,223
2021/03/31,NE,211015,2180
2021/03/31,MS,306232,7201
2021/03/31,IL,1244585,23579
2021/03/31,OK,442381,7150
2021/03/31,MI,798938,17305
2021/03/31,AK,60538,340
2021/03/31,WA,364300,5247
2021/03/31,NV,303762,5249
2021/03/31,CA,3568426,57936
2021/03/31,NM,191652,3825
2021/03/31,NC,909925,12760
2021/03/31,RI,137205,2628
2021/03/31,OR,165012,2383
2021/03/31,WY,56310,700
2021/03/31,IA,350999,5743
2021/03/31,WI,636041,7315
2021/03/31,OH,1017566,18611
2021/03/31,VA,620802,10269
2021/03/31,AR,330398,5626
2021/03/31,AZ,842436,16967
2021/03/31,PA,1031532,25093
2021/03/31,GA,1059548,19055
2021/03/31,UT,385641,2122
2021/03/31,NJ,908816,24561
2021/03/31,CT,310888,7886
2021/03/31,HI,29779,460
2021/03/31,MT,104552,1437
2021/03/31,DE,95904,1559
2021/03/31,LA,444933,10141
2021/03/31,MO,568091,8804
2021/03/31,ND,103299,1466
2021/03/31,NY,1026173,18784
2021/03/31,KY,429812,7317
2021/03/31,MN,519529,6926
2021/03/31,MA,635580,17243
2021/03/31,WV,141738,2676
2021/03/31,AL,514829,10963
2021/03/31,TX,2783305,48724
2021/03/31,ID,180536,1962
2021/03/31,ME,50788,743
2021/03/30,CO,468786,6099
2021/03/30,RI,136591,2625
2021/03/30,WA,363136,5237
2021/03/30,AL,514374,10959
2021/03/30,MS,305988,7196
2021/03/30,MD,411344,8807
2021/03/30,IA,350462,5729
2021/03/30,ME,50504,743
2021/03/30,MT,104321,1437
2021/03/30,WY,56236,695
2021/03/30,VT,17804,222
2021/03/30,MI,792024,17266
2021/03/30,UT,385127,2118
2021/03/30,OK,442119,7146
2021/03/30,OH,1015577,18611
2021/03/30,HI,29689,459
2021/03/30,NC,908020,12741
2021/03/30,GA,1057741,18987
2021/03/30,OR,164570,2381
2021/03/30,SC,553131,9069
2021/03/30,AZ,841703,16941
2021/03/30,MA,633081,17215
2021/03/30,TN,803753,11894
2021/03/30,TX,2778808,48677
2021/03/30,NH,83714,1237
2021/03/30,IN,686874,13011
2021/03/30,MN,517881,6914
2021/03/30,IL,1241993,23542
2021/03/30,NV,303494,5239
2021/03/30,AR,330186,5616
2021/03/30,CA,3566464,57788
2021/03/30,FL,2016512,34361
2021/03/30,CT,310056,7885
2021/03/30,VA,618976,10252
2021/03/30,NJ,905144,24486
2021/03/30,LA,444414,10132
2021/03/30,WV,141322,2640
2021/03/30,SD,117495,1935
2021/03/30,NE,210548,2177
2021/03/30,KS,301862,4902
2021/03/30,ND,103091,1466
2021/03/30,DE,95524,1559
2021/03/30,MO,567595,8794
2021/03/30,PA,1027139,25049
2021/03/30,ID,180076,1957
2021/03/30,NY,1021976,18757
2021/03/30,NM,191377,3820
2021/03/30,AK,60379,339
2021/03/30,WI,635314,7292
2021/03/30,KY,429131,7307
2021/03/29,AK,60293,338
2021/03/29,GA,1056421,18962
2021/03/29,NM,191230,3813
2021/03/29,MO,567024,8788
2021/03/29,KS,301862,4902
2021/03/29,OH,1013119,18530
2021/03/29,MT,104163,1436
2021/03/29,CO,467641,6092
2021/03/29,WY,56190,695
2021/03/29,SC,552528,9065
2021/03/29,WV,140991,2638
2021/03/29,ID,179763,1957
2021/03/29,CA,3564468,57778
2021/03/29,WA,362294,5226
2021/03/29,LA,443905,10122
2021/03/29,NC,906441,12732
2021/03/29,DE,95268,1552
2021/03/29,MD,409978,8790
2021/03/29,MI,785211,17223
2021/03/29,SD,117336,1933
2021/03/29,IL,1239589,23527
2021/03/29,NJ,900273,24404
2021/03/29,FL,2011559,34320
2021/03/29,ND,102880,1466
2021/03/29,KY,428502,7296
2021/03/29,AZ,841117,16918
2021/03/29,AL,513919,10948
2021/03/29,NE,210099,2175
2021/03/29,MN,516608,6913
2021/03/29,IN,686135,13001
2021/03/29,UT,384756,2114
2021/03/29,AR,330008,5601
2021/03/29,OK,441874,7137
2021/03/29,TX,2775669,48649
2021/03/29,CT,308439,7883
2021/03/29,VA,617941,10242
2021/03/29,PA,1021723,25015
2021/03/29,TN,802561,11866
2021/03/29,MA,631031,17178
2021/03/29,NH,83340,1237
2021/03/29,NV,303273,5237
2021/03/29,RI,136185,2623
2021/03/29,OR,164164,2375
2021/03/29,VT,17730,220
2021/03/29,NY,1018606,18734
2021/03/29,HI,29608,459
2021/03/29,ME,50253,738
2021/03/29,IA,349885,5729
2021/03/29,MS,305761,7190
2021/03/29,WI,634453,7277
2021/03/28,AL,513543,10939
2021/03/28,FL,2006468,34271
2021/03/28,VA,616510,10220
2021/03/28,NH,83027,1237
2021/03/28,NE,209724,2175
2021/03/28,ND,102639,1466
2021/03/28,TX,2772080,48603
2021/03/28,NC,905410,12722
2021/03/28,MI,777766,17190
2021/03/28,OR,163952,2375
2021/03/28,AK,60164,338
2021/03/28,KY,428229,7293
2021/03/28,WA,361657,5218
2021/03/28,NV,303061,5236
2021/03/28,KS,301433,4891
2021/03/28,AR,329929,5595
2021/03/28,MD,409076,8781
2021/03/28,MT,104128,1436
2021/03/28,AZ,840513,16918
2021/03/28,CT,305210,7865
2021/03/28,NJ,896652,24389
2021/03/28,PA,1018838,25001
2021/03/28,ID,179428,1954
2021/03/28,SC,551741,9065
2021/03/28,MO,566304,8778
2021/03/28,MA,629531,17152
2021/03/28,HI,29528,459
2021/03/28,CO,466806,6092
2021/03/28,OK,441661,7133
2021/03/28,DE,95080,1544
2021/03/28,WY,56046,695
2021/03/28,WI,634133,7274
2021/03/28,SD,117244,1933
2021/03/28,LA,443069,10087
2021/03/28,TN,801747,11852
2021/03/28,RI,135958,2620
2021/03/28,WV,140613,2634
2021/03/28,OH,1011622,18530
2021/03/28,MN,515058,6908
2021/03/28,IA,349626,5725
2021/03/28,NY,1014969,18711
2021/03/28,MS,305489,7184
2021/03/28,NM,191048,3813
2021/03/28,VT,17563,219
2021/03/28,UT,384562,2114
2021/03/28,GA,1055256,18926
2021/03/28,IL,1237828,23521
2021/03/28,CA,3562191,57746
2021/03/28,IN,685403,12996
2021/03/28,ME,50030,736
2021/03/27,MT,104097,1436
2021/03/27,FL,2002902,34222
2021/03/27,HI,29426,459
2021/03/27,AZ,839959,16912
2021/03/27,MD,408044,8766
2021/03/27,TN,800933,11841
2021/03/27,WI,633663,7274
2021/03/27,GA,1054430,18926
2021/03/27,NC,903900,12709
2021/03/27,MI,773528,17161
2021/03/27,IL,1235578,23498
2021/03/27,WY,56046,695
2021/03/27,NH,82745,1235
2021/03/27,SC,550768,9048
2021/03/27,NY,1010776,18697
2021/03/27,UT,384173,2101
2021/03/27,SD,117081,1933
2021/03/27,CA,3559193,57551
2021/03/27,ID,179428,1954
2021/03/27,MS,305359,7184
2021/03/27,TX,2768665,48560
2021/03/27,NE,209599,2175
2021/03/27,WV,140316,2631
2021/03/27,WA,360825,5218
2021/03/27,AL,513333,10929
2021/03/27,DE,94749,1544
2021/03/27,ND,102583,1466
2021/03/27,AK,59965,338
2021/03/27,MA,627556,17130
2021/03/27,LA,443069,10087
2021/03/27,VT,17331,219
2021/03/27,ME,49653,736
2021/03/27,KS,301433,4891
2021/03/27,AR,329860,5590
2021/03/27,PA,1015789,24986
2021/03/27,OK,441465,7128
2021/03/27,NV,302918,5236
2021/03/27,OR,163702,2375
2021/03/27,CT,305210,7865
2021/03/27,RI,135630,2619
2021/03/27,MN,513833,6903
2021/03/27,IN,684440,12985
2021/03/27,VA,615367,10199
2021/03/27,IA,349178,5718
2021/03/27,CO,465741,6089
2021/03/27,KY,427879,7285
2021/03/27,NM,190887,3813
2021/03/27,NJ,892143,24382
2021/03/27,OH,1010603,18530
2021/03/27,MO,565934,8769
2021/03/26,MT,103980,1435
2021/03/26,NJ,887481,24358
2021/03/26,NE,209432,2175
2021/03/26,NV,302616,5226
2021/03/26,OR,163295,2373
2021/03/26,WA,359582,5218
2021/03/26,IA,348695,5716
2021/03/26,MI,768951,17133
2021/03/26,AK,59766,337
2021/03/26,HI,29237,456
2021/03/26,VA,613975,10179
2021/03/26,FL,1998078,34176
2021/03/26,AR,329695,5583
2021/03/26,VT,17216,218
2021/03/26,NC,901979,12697
2021/03/26,MS,305251,7184
2021/03/26,KS,301433,4891
2021/03/26,NH,82374,1231
2021/03/26,WV,139750,2628
2021/03/26,MA,624986,17103
2021/03/26,AZ,839183,16898
2021/03/26,UT,383713,2091
2021/03/26,GA,1053020,18849
2021/03/26,CO,464470,6086
2021/03/26,MD,406709,8756
2021/03/26,MN,512097,6899
2021/03/26,MO,565567,8762
2021/03/26,IN,683444,12976
2021/03/26,WI,632945,7271
2021/03/26,ME,49654,736
2021/03/26,CT,305210,7865
2021/03/26,TX,2765446,48505
2021/03/26,ID,179204,1954
2021/03/26,ND,102536,1466
2021/03/26,DE,94383,1536
2021/03/26,NY,1006478,18665
2021/03/26,IL,1232900,23472
2021/03/26,RI,135127,2615
2021/03/26,NM,190716,3811
2021/03/26,TN,799939,11816
2021/03/26,SC,549576,9035
2021/03/26,WY,56046,695
2021/03/26,AL,513017,10920
2021/03/26,SD,116833,1928
2021/03/26,OK,441261,7122
2021/03/26,LA,443069,10087
2021/03/26,CA,3555915,57336
2021/03/26,KY,427339,7272
2021/03/26,OH,1008913,18530
2021/03/26,PA,1011727,24953
2021/03/25,CT,303510,7862
2021/03/25,WY,55920,695
2021/03/25,FL,1992428,34116
2021/03/25,AZ,838612,16874
2021/03/25,ME,49444,731
2021/03/25,PA,1006738,24917
2021/03/25,NH,82039,1229
2021/03/25,SD,116624,1927
2021/03/25,SC,548434,9024
2021/03/25,VA,612063,10155
2021/03/25,NY,1002364,18653
2021/03/25,ID,178887,1954
2021/03/25,RI,134638,2612
2021/03/25,VT,16968,217
2021/03/25,MN,510398,6892
2021/03/25,AR,329511,5571
2021/03/25,NJ,881882,24330
2021/03/25,DE,94027,1536
2021/03/25,TN,798794,11796
2021/03/25,CO,463111,6082
2021/03/25,WI,632123,7267
2021/03/25,KY,426738,7261
2021/03/25,AK,59589,335
2021/03/25,KS,300927,4881
2021/03/25,ND,102382,1466
2021/03/25,OH,1006171,18388
2021/03/25,WV,139251,2624
2021/03/25,LA,442620,10073
2021/03/25,WA,358486,5213
2021/03/25,IL,1229898,23442
2021/03/25,MA,622226,17076
2021/03/25,TX,2759866,48453
2021/03/25,MS,304995,7182
2021/03/25,OK,441016,7119
2021/03/25,HI,29120,455
2021/03/25,NE,208849,2175
2021/03/25,NC,899878,12689
2021/03/25,NV,302171,5215
2021/03/25,IN,682324,12956
2021/03/25,UT,383260,2088
2021/03/25,AL,512530,10911
2021/03/25,MI,763105,17112
2021/03/25,NM,190491,3804
2021/03/25,MT,103830,1435
2021/03/25,GA,1051361,18751
2021/03/25,MO,565035,8755
2021/03/25,OR,162806,2370
2021/03/25,IA,347872,5708
2021/03/25,CA,3553307,57091
2021/03/25,MD,403982,8740
2021/03/24,NH,81521,1228
2021/03/24,ME,49191,731
2021/03/24,CA,3551056,56850
2021/03/24,NV,301727,5203
2021/03/24,MT,103666,1431
2021/03/24,IL,1227708,23408
2021/03/24,VA,610263,10147
2021/03/24,OK,440753,7114
2021/03/24,ND,102198,1465
2021/03/24,MA,619816,17044
2021/03/24,MO,564480,8746
2021/03/24,WA,357399,5200
2021/03/24,NJ,877936,24292
2021/03/24,SC,547428,8993
2021/03/24,NE,208544,2159
2021/03/24,MI,757044,17081
2021/03/24,IN,681340,12949
2021/03/24,AK,59443,335
2021/03/24,OR,162385,2368
2021/03/24,SD,116370,1924
2021/03/24,GA,1049397,18660
2021/03/24,ID,178554,1952
2021/03/24,CO,461833,6077
2021/03/24,MS,304762,7178
2021/03/24,IA,347205,5689
2021/03/24,VT,16770,217
2021/03/24,WI,631301,7263
2021/03/24,NY,998316,18638
2021/03/24,LA,442221,10056
2021/03/24,UT,382733,2082
2021/03/24,AZ,838474,16842
2021/03/24,AL,512075,10891
2021/03/24,KY,426030,7253
2021/03/24,DE,93722,1535
2021/03/24,TN,797187,11792
2021/03/24,KS,300927,4881
2021/03/24,CT,302022,7852
2021/03/24,AR,329177,5560
2021/03/24,MD,402600,8731
2021/03/24,FL,1986605,34069
2021/03/24,NM,190275,3797
2021/03/24,NC,897882,12679
2021/03/24,HI,29005,454
2021/03/24,OH,1004670,18388
2021/03/24,RI,134147,2610
2021/03/24,WY,55887,695
2021/03/24,PA,1003028,24876
2021/03/24,MN,508541,6866
2021/03/24,WV,138818,2619
2021/03/24,TX,2756632,48403
2021/03/23,WY,55799,695
2021/03/23,LA,441771,10037
2021/03/23,MS,304481,7173
2021/03/23,MN,507231,6857
2021/03/23,MO,563918,8737
2021/03/23,RI,133693,2610
2021/03/23,IL,1224915,23391
2021/03/23,SC,546565,8965
2021/03/23,AL,511566,10884
2021/03/23,UT,382171,2077
2021/03/23,PA,998162,24828
2021/03/23,NJ,873840,24242
2021/03/23,TN,796017,11747
2021/03/23,NE,208190,2150
2021/03/23,NY,994847,18612
2021/03/23,MT,103452,1419
2021/03/23,NC,895958,12665
2021/03/23,ID,178119,1951
2021/03/23,MD,402600,8720
2021/03/23,NM,190064,3791
2021/03/23,NH,81132,1218
2021/03/23,CT,300565,7845
2021/03/23,WV,138429,2613
2021/03/23,ND,102001,1464
2021/03/23,WA,356449,5186
2021/03/23,OR,162016,2367
2021/03/23,OK,440472,7104
2021/03/23,OH,1002822,18388
2021/03/23,CO,460657,6074
2021/03/23,IA,346447,5683
2021/03/23,GA,1048173,18588
2021/03/23,ME,48973,731
2021/03/23,VA,608704,10143
2021/03/23,MA,617695,17003
2021/03/23,KS,300125,4850
2021/03/23,TX,2752288,48349
2021/03/23,AK,59233,333
2021/03/23,IN,680341,12934
2021/03/23,FL,1980818,34005
2021/03/23,KY,425359,7247
2021/03/23,DE,93506,1535
2021/03/23,AZ,837869,16798
2021/03/23,VT,16674,216
2021/03/23,CA,3549101,56596
2021/03/23,WI,629787,7240
2021/03/23,NV,301481,5188
2021/03/23,HI,28950,451
2021/03/23,MI,750930,17045
2021/03/23,SD,116100,1923
2021/03/23,AR,328946,5547
2021/03/22,TX,2747693,48293
2021/03/22,CT,299667,7841
2021/03/22,NJ,869037,24181
2021/03/22,MS,304212,7167
2021/03/22,TN,794752,11713
2021/03/22,AL,510667,10874
2021/03/22,KS,300125,4850
2021/03/22,UT,381788,2062
2021/03/22,ND,101865,1463
2021/03/22,WI,629787,7240
2021/03/22,DE,93308,1531
2021/03/22,GA,1046382,18556
2021/03/22,MI,745213,17021
2021/03/22,NM,189893,3780
2021/03/22,NY,991538,18594
2021/03/22,RI,133291,2610
2021/03/22,WV,138102,2612
2021/03/22,ID,177760,1946
2021/03/22,AK,59060,333
2021/03/22,OH,1001194,18347
2021/03/22,OK,440178,7100
2021/03/22,AR,328707,5544
2021/03/22,AZ,837362,16745
2021/03/22,WY,55730,693
2021/03/22,FL,1975676,33962
2021/03/22,NH,80750,1217
2021/03/22,SD,115972,1923
2021/03/22,IL,1223083,23379
2021/03/22,CO,459373,6070
